NOMBRE LIMPIO
"MEAS VONG,YUNNY"
"ROMO JONES,JOSE MANUEL"
"MUNGUIA OROZCO,LUIS"
"GAZQUEZ MATEOS,JOSE LUIS"
"ORTIZ ROMERO VARGAS,MARIA ELBA"
"CASTILLO CABALLERO,ROLANDO CRISOSTOMO"
"GALVAN ESPINOSA,MARCELO ENRIQUE"
"SANCHEZ CAMPEROS,EDGAR NELSON"
"RUIZ BOULLOSA,RICARDO"
"GUARNEROS PEÑA,GABRIEL"
"PADUA NESRALA,JORGE ANTONIO"
"SOTO EGUIBAR,ENRIQUE"
"GOMEZ TREVIÑO,ENRIQUE"
"ALBA ANDRADE,FERNANDO"
"VARGAS JARILLO,CRISTOBAL"
"HERNANDEZ ARANA,ANDRES"
"PARDO CEMO,ANNIE"
"LASTRA Y VILLAR Y GARCIA GOMEZ,CLEMENTINA MERCED"
"MONZON GARCIA,MARIA CRISTINA"
"ROSALES HOZ,MARIA TOMASA LETICIA"
"ROSALES HOZ,MARIA DEL JESUS DEL SAGRADO CO"
"PASANTES ORDOÑEZ,HERMINIA"
"PEREZ DE LA MORA,MIGUEL ANGEL"
"GUTIERREZ CORONA,J. FELIX"
"POSSANI POSTAY,LOURIVAL DOMINGOS"
"NEGRON MENDOZA,ALICIA"
"GARCIA ALDRETE,ALFONSO NERI"
"GNECCO MEDINA,DINO HERNAN"
"VAZQUEZ NIN,GERARDO HEBERT"
"MOLINA TORRES,JORGE"
"LARA ROSANO,FELIPE DE JESUS"
"MARTINEZ,ROBERTO"
"ULLOA SOSA,MIGUEL ARMANDO"
"ECHEVERRIA MARTINEZ,OLGA MARGARITA"
"RECILLAS PISHMISH,ELSA"
"CARRASCO BAZUA,LUIS"
"MENDIETA JIMENEZ,FRANCISCO JAVIER"
"MIRANDA COLIN,SALVADOR"
"CERBON SOLORZANO,JORGE"
"DULTZIN KESSLER,DEBORA"
"MORENO CADENAS,JOSE ANTONIO"
"HACYAN SALERYAN,SAHEN"
"JUAREZ WYSOZKA,SARA REBECA"
"RODRIGUEZ Y ARAUJO,OCTAVIO"
"SOTO HERNANDEZ,RAMON MARCOS"
"CORDERO BORBOA,ADOLFO ERNESTO"
"TAPIA IBARGUENGOYTIA,RICARDO JORGE"
"ROJAS GONZALEZ,FERNANDO"
"CASTILLO ALVARADO,FRAY DE LANDA"
"KORNHAUSER STRAUS,ISAAC"
"WILSON ROBERTS,RICHARD GORDON"
"CANTO ILLA,JORGE DANIEL CARLOS"
"GALINDO FENTANES,ENRIQUE"
"GARCIA SALGADO,TOMAS"
"OLIVA SALINAS,JUAN GERARDO"
"DELGADILLO MOYA,CLAUDIO"
"BARRIO PAREDES,RAFAEL ANGEL"
"TAGÜEÑA PARGA,JULIA"
"ROSADO SOLIS,MARGARITA EUGENIA DEL SOCORRO"
"ROMO DE VIVAR ROMO,ALFONSO"
"URIBE SANCHEZ,FRANCISCO JAVIER"
"CONTRERAS PEREZ,CARLOS MANUEL"
"BRODA PRUCHA,JOHANNA"
"SABINA CISCAR,FEDERICO JUAN"
"GARCIA REIMBERT,CATHERINE"
"MELLO PICCO,PIER ACHILLE"
"MEDINA MORA ICAZA,MARIA ELENA TERESA"
"FAHMEL BEYER,BERND WALTER FEDERICO"
"KLAPP ESCRIBANO,JAIME LAZARO"
"BRAILOVSKY Y ALPEROWITZ,HARRY URAD"
"SORIANO GARCIA,MANUEL"
"TOSCANO,RUBEN ALFREDO"
"MORALES ACEVEDO,JOSE ARTURO"
"AZORIN NIETO,JUAN"
"AMAYA TAPIA,ALEJANDRO"
"GOMEZ MONT AVALOS,XAVIER"
"SALMON SALAZAR,MANUEL DE JESUS"
"LOPEZ REVILLA,RUBEN HIPOLITO"
"VALENCIA JUILLERAT,MAURO EDUARDO FERNANDO"
"PEREZ GUTIERREZ,MARIA SALUD"
"LLAMAS HUITRON,IGNACIO"
"SANCHEZ SILVA,FLORENCIO"
"YUSTE LOPEZ,FRANCISCO"
"RODRIGUEZ DAGNINO,RAMON MARTIN"
"GONZALEZ LEON,CARLOS MANUEL"
"ROLDAN QUINTANA,JAIME SERGIO FELIPE"
"CETINA ALCALA,VICTOR MANUEL"
"JIMENEZ ESTRADA,MANUEL"
"CALVA Y MERCADO,EDMUNDO"
"ESTRADA MEDINA,JESUS ALEJANDRO"
"MOCHAN BACKAL,WOLF LUIS"
"FLORES VALDES,ALFREDO"
"TORRENS MIQUEL,HUGO"
"PIMENTEL RICO,LUIS OCTAVIO"
"PORTER KAMLIN,ROBERT MICHAEL"
"VARGAS MENDOZA,JOSE ANTONIO"
"VERJOVSKY SOLA,SANTIAGO ALBERTO"
"WEISS STEIDER,BENNY"
"HENDRICKX RENERS,MICHEL EDMOND"
"PEREZ ZAMORA,OCTAVIO"
"GUZMAN ORTIZ,DORA LINDA ASUNCION"
"PEÑA CABRIALES,JUAN JOSE"
"AGUAYO QUEZADA,SERGIO"
"HANSEN HANSEN,ANNE MARGRETHE"
"PEREDA FAILACHE,JUAN CARLOS"
"ALDUNCIN GONZALEZ,GONZALO"
"HERRERA REVILLA,ISMAEL"
"GONZALEZ PARTIDA,EDUARDO"
"ESCOBAR PEREZ,LEONILA IRMA LAURA"
"RUIZ DE LA HERRAN Y VILLAGOMEZ,JOSE ANTONIO"
"TORO VAZQUEZ,JORGE FERNANDO"
"LEYVA RAMOS,ROBERTO"
"CORNEJO RODRIGUEZ,ANSELMO ALEJANDRO"
"AGUILAR LAURENTS,MARIA ISABEL"
"VILLAFUERTE ROBLES,LEOPOLDO"
"VICENTE HINESTROZA,LUIS ALBERTO"
"RACOTTA POULIEFF,RADU GHEORGHE"
"LOPEZ CAJUN,CARLOS SANTIAGO"
"RODRIGUEZ SALA Y MURO,MARIA LUISA"
"CARTON DE GRAMMONT BARBET,HUBERT FRANCIS MARIE"
"ESCALANTE ESTRADA,JOSE ALBERTO SALVADOR"
"BOTTON Y BEJA,FLORA"
"CHAVEZ VILLASANA,ADOLFO"
"RUIZ Y ARGUELLES,GUILLERMO JOSE"
"GENESCA LLONGUERAS,JUAN"
"ASOMOZA PALACIOS,MAXIMILIANO JOEL"
"LOPEZ MUNGUIA CANALES,AGUSTIN"
"RAMOS NIEMBRO,GAUDENCIO FRANCISCO GABRIEL"
"LOZANO GUZMAN,ALEJANDRO ALFREDO"
"PEREZ CORTES,SERGIO"
"ROMERO PAREDES RUBIO,GABRIEL"
"CARNEVALE CANTONI,ALESSANDRA"
"NAVA PICHARDO,FIDENCIO ALEJANDRO"
"VAZQUEZ Y VERA,JOSEFINA ZORAIDA"
"HANSBERG Y TORRES,WILHELM LUDWIG"
"JIMENEZ CARDOSO,ENEDINA"
"ARES DE PARGA ALVAREZ,GONZALO"
"ZERMEÑO Y GARCIA GRANADOS,SERGIO"
"DE GYVES Y MARCINIAK,JOSEFINA"
"GUTIERREZ ROJAS,MARIANO"
"GUERRERO LEGARRETA,MARIA ISABEL DEL CARMEN"
"MONROY HERMOSILLO,OSCAR ARMANDO"
"PEREZ RAMIREZ,J. GUADALUPE"
"SANCHEZ RODRIGUEZ,JORGE ALBERTO"
"GAVILANES RUIZ,MARINA"
"TUENA SANGRI,MARIETTA"
"SANTOYO GUTIERREZ,EDGAR ROLANDO"
"IZQUIERDO MONTALVO,GEORGINA"
"MANERO BRITO,OCTAVIO"
"DIAZ ARCINIEGA,VICTOR MANUEL"
"OSWALD SPRING,URSULA"
"D OLIVO SAEZ,JUAN CARLOS"
"BARRAGAN REYES,ROSA MARIA"
"PEREZ SILVA,EVANGELINA"
"DIAZ BARRIGA CASALES,ANGEL ROGELIO"
"ALVAREZ TORRES,IGNACIO"
"RIOS JARA,DAVID"
"TREVIÑO TREVIÑO,CESAR"
"GODOY SALAS,SALVADOR VICTOR"
"DELGADO LAMAS,EDUARDO GUILLERMO"
"REINA AOYAMA,LETICIA MAYOLA"
"WAWRZYÑCZYK WILKIEWICZ,ANTONI ADAM"
"AUVINET GUICHARD,GABRIEL YVES ARMAND"
"SANCHEZ SESMA,FRANCISCO JOSE"
"ROMO ORGANISTA,MIGUEL PEDRO"
"CISNEROS GUDIÑO,MARIA DEL CARMEN"
"LOPEZ DE HARO,MARIANO"
"PEREZ ESTEVA,SALVADOR"
"COLAS ORTIZ,RAFAEL"
"INOSTROZA FERNANDEZ,LUIS ALBERTO"
FIERRO GOSSMANJULIETA NORMA
"PEÑA CARDENAS,MIRIAM DEL CARMEN"
"PACHECO CABRERA,PABLO"
"GELMAN MURAVCHIK,OVSEI"
"DE ITA Y DE LA TORRE,ANTONIO SILVIO"
"ROBLEDO NIETO,ALBERTO"
"GRACIA FADRIQUE,JESUS"
"PALACIOS ALQUISIRA,JOAQUIN"
"QUINTANA OWEN,PATRICIA"
"DE ANDA SALAZAR,FRANCISCO JAVIER"
"CASTANEDO PEREZ,REBECA"
"ARIZMENDI PEIMBERT,HUGO"
"MONTEJANO PEIMBERT,LUIS"
"CLAPP JIMENEZ LABORA,MONICA ALICIA"
"SEADE KURI,JOSE ANTONIO"
"SALMERON CASTRO,LEONARDO"
"CASTAÑOS GARZA,OCTAVIO HECTOR"
"MARTINEZ VILLA,ROBERTO"
"FERNANDEZ GONZALEZ,JUAN MANUEL"
"GARCIA JIMENEZ,FEDERICO ALFREDO"
"CEA OLIVARES,RAYMUNDO"
"MARTINEZ VAZQUEZ,MARIANO"
"GOMEZ LOJERO,CARLOS"
"MORENO ESPARZA,RAFAEL"
"RUIZ AZUARA,LENA"
"TSUTSUMI FUJIYOSHI,VICTOR KATSUTOSHI"
"GONZALEZ ROBLES,ARTURO"
"LOZADA Y CASSOU,MARCELO"
"ALVAREZ CALDERON,JESUS"
"CHARLI CASALONGA,JEAN-LOUIS JOSEPH MARIE"
"JOSEPH BRAVO,PATRICIA ILEANA"
"JIMENEZ REYES,MELANIA"
"SEGOVIA AGUILAR,MARIA DE NURIA"
"WITKER VELASQUEZ,JORGE ALBERTO"
"MENDEZ NONELL,JUAN"
"AVILA AGUIRRE,OLGA LETICIA"
"BELMONT MORENO,ERNESTO JOSE MARIA DE LA SALET"
"GOMEZ LARRAÑAGA,JOSE CARLOS"
"UREÑA NUÑEZ,FERNANDO"
"BOLIVAR ZAPATA,FRANCISCO GONZALO"
"ALVAREZ BEJAR,ROMAN"
"VAREA Y GILABERT,CARMEN JOSEFA LUCIANA"
"LOYOLA VARGAS,VICTOR MANUEL"
"GARCIA SAINZ,JESUS ADOLFO"
"BENAVIDES OBREGON,ANA LAURA"
"GARCIA GARCIA,RAMIRO"
"LASTRAS MARTINEZ,ALFONSO"
"MONTEJANO CARRIZALES,JUAN MARTIN"
"SOBERON MAINERO,FRANCISCO XAVIER DEL ESPIRITU"
"SUAREZ DIEZ,MARIA DE LOURDES"
"TAMARIZ MASCARUA,JOAQUIN"
"LOPEZ ISUNZA,HECTOR FELIPE"
"CORTES REYNA,EMILIO"
"DOMINGUEZ MORA,RAMON"
"SOBERON CHAVEZ,GLORIA"
"COVARRUBIAS ROBLES,ALEJANDRA ALICIA"
"HERNANDEZ DELGADO,GEORGINA"
"PEREZ GARCIA,BLANCA"
"LOPEZ WILCHIS,RICARDO"
"MONTAÑO HIROSE,LUIS"
"BARBA ALVAREZ,ANTONIO"
"BAEZA RAMIREZ,MARIA ISABEL"
"HORTA RANGEL,JAIME MOISES"
LOPEZ CASTAÑEDA CANDIDO
"GONZALEZ MARTINEZ,IGNACIO"
"GONZALEZ ESPINOSA,MARIO"
"SANDOVAL ROBLES,JOSE GUILLERMO"
"SEGOVIA DE LOS RIOS,JOSE ARMANDO"
"PALOMINO Y HASBACH,MARIA GUADALUPE ANTONIA"
"KOENIGSBERGER HOROWITZ,GLORIA SUZANNE"
"RODRIGUEZ JORGE,LUIS FELIPE DE JESUS"
"TAPIA IBARGUENGOITIA,MAURICIO MANUEL"
"MORENO CORRAL,MARCO ARTURO"
"SALAS CASALES,LUIS"
"RUIZ SCHNEIDER,ELFEGO GUILLERMO"
"FRANCO LOPEZ,JOSE DE JESUS"
"MIRABAL GARCIA,MANUEL"
"SANCHEZ CHAPULA,JOSE ANTONIO"
"MONTAÑEZ OJEDA,SILVIA CECILIA IRENE"
"DE LA VEGA NAVARRO,JOSE ANGEL FELIX"
"ECHEVARRIA ROMAN,JUAN MANUEL"
"HERNANDEZ ALCANTARA,JOSE MANUEL"
"CERVANTES JAUREGUI,JORGE ARMANDO"
"ORTEGA BLAKE,IVAN"
"MORENO YNTRIAGO,FERNANDO MATIAS"
"SANCHEZ MONDRAGON,JOSE JAVIER"
"OJEDA CASTAÑEDA,JORGE"
"MARTINEZ DE LA ESCALERA LORENZO,GONZALO"
"CLAPP JIMENEZ L.,MARIA DEL CARMEN"
"PILATOWSKY FIGUEROA,ISAAC"
"OCHOA ALEJO,NEFTALI"
"CARABEZ TREJO,ALFONSO"
"HERNANDEZ CALDERON,ISAAC"
"SANTOS DIAZ,MARIA DEL SOCORRO CARMEN"
"VELAZQUEZ MOCTEZUMA,JAVIER"
"RAMIREZ GARCIA,PEDRO"
"DRUMMOND DUREY,HUGH MICHAEL"
"MOCHON COHEN,SIMON"
"ESTRADA PARRA,SERGIO ANTONIO"
"ROJAS ESPINOSA,OSCAR"
"COLINAS Y LEON,MARIA TERESA BERYL"
"HAMEL WILCKE,RAINER ENRIQUE"
"SANJUAN DUEÑAS,RUBEN"
"LLORENTE BOUSQUETS,JORGE ENRIQUE"
"GARCIA UGALDE,FRANCISCO JAVIER"
"GARCIA LATORRE,ETHEL AWILDA"
"BEDOLLA BECERRIL,JOSE EGBERTO"
"CHAVEZ LOMELI,EFRAIN RAFAEL"
"SERRATO RODRIGUEZ,JUAN"
"HERNANDEZ RODRIGUEZ,PABLO ROGELIO"
"DIDRIKSSON TAKAYANAGUI,AXEL"
"DE LA GARZA AMAYA,GUADALUPE MIREYA"
"PEREZ CASTORENA,ANA LIDIA"
"DIAZ POLANCO,HECTOR"
"HERNANDEZ CHAVEZ CORDERO,ALICIA VIRGINIA"
"SOTO GONZALEZ,LUIS ARTURO"
"SANCHEZ OBREGON,RUBEN TRINIDAD"
"QUIJANO,LEOVIGILDO"
"AMADOR BEDOLLA,CARLOS"
"QUINTANAR STEPHANO,ANDRES"
"PEREZNIETO CASTRO,LEONEL"
"CHICUREL UZIEL,RICARDO"
"ESCAMILLA SILVA,ELEAZAR MAXIMO"
"JIMENEZ GUTIERREZ,ARTURO"
"GONZALEZ MARTINEZ,SIMON"
"ITURBE ARGUELLES,MARIA DEL ROSARIO"
"FERNANDEZ ZAYAS,JOSE LUIS"
"RODRIGUEZ RODRIGUEZ,MARIO EMILIO"
"FILLOY YAGUE,EUGENIO"
"WAKSMAN MINSKY,NOEMI HERMINIA"
"PRADO ALCALA,ROBERTO AGUSTIN"
"FUENTES PARDO,BEATRIZ"
"GONZALEZ MUÑOZ,SERGIO SEGUNDO"
"CUCA GARCIA,JUAN MANUEL"
"ALAGON CANO,ALEJANDRO"
"TORRES HERNANDEZ,GLAFIRO"
"SUAREZ GUEMES,FRANCISCO"
"FLORES ESPINOZA,RUBEN"
"ACEVES TORRES,RAUL"
"MORALES Y PUENTE,PEDRO ABELARDO"
"WELTI CHANES,CARLOS"
"SALINAS BARRIOS,ELIZABETH MARITZA"
"SALINAS CARMONA,MARIO CESAR"
"BARRERA SALDAÑA,HUGO ALBERTO"
"TAMARIZ MASCARUA,ANGEL"
"TRIGO TAVERA,FRANCISCO JOSE"
"RAMIREZ SOLIS,JORGE FERNANDO"
"FORTOUL VANDER GOES,TERESA IMELDA"
"LEMA LABADIE D ARCE,ROSA"
"JIMENEZ PLA,YVETTE DE LOURDES"
"GARCIA CANCLINI,NESTOR RAUL"
JUAN CUAUHTEMOC DIAZ ZAGOYA
"PEDERNERA ASTEGIANO,ENRIQUE ANTONIO"
"TAYLOR DA CUNHA E MELLO,MARIA LUCIA"
"TORIELLO NAJERA,CONCEPCION"
"MORENO ARMELLA,LUIS ENRIQUE"
"LACLETTE SN ROMAN,JUAN PEDRO"
"ROTHENBERG LORENZ,STEPHEN JOEL"
"CARDENAS VAZQUEZ,RENE DE JESUS"
"PEREZ ORTIZ,TILA MARIA"
"PEREZ DE TEJADA Y JAIME,HECTOR ANTONIO"
"RODRIGUEZ CARRANZA,RODOLFO"
"OLIVER SALVADOR,MARIA DEL CARMEN"
"VILLALOBOS MOLINA,RAFAEL"
"SAAVEDRA MOLINA,FRANCISCO ALFREDO"
"CUEVAS CARDONA,SALVADOR CARLOS"
"MADRIGAL BUJAIDAR,EDUARDO"
"TURRENT FERNANDEZ,ANTONIO"
"ITURBE GARCIA,JOSE LUIS"
"BRAMBILA PAZ,ROSA MARGARITA"
"BRAMBILA PAZ,GLORIA LETICIA"
"URRUTIA FUCUGAUCHI,JAIME HUMBERTO"
"SELIGMAN SCHURCH,THOMAS HENRY"
"GONZALEZ JACOME,ALBA"
"RENDON CORONA,ARMANDO"
"AYALA GUERRERO,FRUCTUOSO"
"CAÑEDO Y DORANTES,LUIS ENRIQUE ALBERTO"
"LEY KOO,EUGENIO"
"TENTORI SANTA CRUZ,DIANA"
"MACHORRO MEJIA,ROBERTO"
"SANCHEZ SINENCIO,FELICIANO"
"ROJAS NIETO,CECILIA"
"OROPEZA SALIN,CARLOS MARIANO"
"MENDOZA MARTINEZ,GERMAN DAVID"
"MARTINEZ AUSTRIA,POLIOPTRO FORTUNATO"
"ESCAMILLA TAYLOR,HECTOR MANUEL"
"SIQUEIROS BELTRONES,JESUS MARIA"
"HERNANDEZ HERNANDEZ,LUIS SALVADOR"
"PRIETO DE CASTRO,CARLOS"
"BLAZQUEZ DOMINGUEZ,CARMEN GUILLERMINA"
"DE LLANO DE LA GARZA,MANUEL"
"ALCANTARA,MIGUEL ANGEL"
"GARCIA DE LA TORRE,IGNACIO"
"GONZALEZ ACUÑA,FRANCISCO XAVIER"
"PALACIOS VELEZ,OSCAR LUIS"
"LLANDERAL CAZARES,MARIA CELINA MICAELA"
"MEYER COSSIO,LORENZO FRANCISCO"
"AGUILAR VEGA,MANUEL DE JESUS"
"ROMERO NAPOLES,JESUS"
"CIBRIAN TOVAR,JUAN"
