patent_number,patent_title,patent_date,inventor_city,inventor_country,inventor_first_name,inventor_first_seen_date,inventor_id,inventor_last_name,inventor_last_seen_date,inventor_lastknown_city,inventor_lastknown_country,inventor_sequence,inventor_state,inventor_state_fips,inventor_total_num_patents
10000004,"Process of obtaining a double-oriented film, co-extruded, and of low thickness made by a three bubble process that at the time of being thermoformed provides a uniform thickness in the produced tray",2018-06-19,Monterrey,MX,Jose Juan,2018-06-19,fl:jo_ln:valadezlopez-1,Valadez Lopez,2018-06-19,Monterrey,MX,1,,,1
10000004,"Process of obtaining a double-oriented film, co-extruded, and of low thickness made by a three bubble process that at the time of being thermoformed provides a uniform thickness in the produced tray",2018-06-19,Monterrey,MX,Miguel Jorge,2018-06-19,fl:mi_ln:zubiriaelizondo-1,ZUBIRIA ELIZONDO,2018-06-19,Monterrey,MX,0,,,1
10000241,Rocker reinforcement bracket having anti-corrosion holes,2018-06-19,Sterling Heights,US,Rezaul,2017-04-25,fl:re_ln:choudhury-1,Choudhury,2018-08-28,Sterling Heights,US,1,MI,26,3
10000241,Rocker reinforcement bracket having anti-corrosion holes,2018-06-19,Mexico City,MX,Ohster Edga,2018-06-19,fl:oh_ln:zapataabdala-1,Zapata Abdala,2018-06-19,Mexico City,MX,0,,,1
10000435,Energy and environmentally integrated method for production of aromatic dicarboxylic acids by oxidation,2018-06-19,Cosoleacaque,MX,Verona,2018-06-19,dx9qmm8mk3rde0t9214vlv4cg,Medina Valencia,2018-06-19,Cosoleacaque,MX,3,,,1
10000435,Energy and environmentally integrated method for production of aromatic dicarboxylic acids by oxidation,2018-06-19,Altamira,MX,Pamela Shantal,2018-06-19,9d4n533n2s9opo012aqktrdux,Ramírez Sosa,2018-06-19,Altamira,MX,1,,,1
10000435,Energy and environmentally integrated method for production of aromatic dicarboxylic acids by oxidation,2018-06-19,Cosoleacaque,MX,Bertha,2018-06-19,fl:be_ln:morandelgado-2,Morán Delgado,2018-06-19,Cosoleacaque,MX,5,,,1
10000435,Energy and environmentally integrated method for production of aromatic dicarboxylic acids by oxidation,2018-06-19,Altamira,MX,Alfredo,2018-06-19,19kdcpzvts7tmpb6kqud4ypr0,Escobar López,2018-06-19,Altamira,MX,2,,,1
10000435,Energy and environmentally integrated method for production of aromatic dicarboxylic acids by oxidation,2018-06-19,Altamira,MX,José Gabriel,2018-06-19,mlisb6ubln0e0akalhgrxx07u,Quintero Barajas,2018-06-19,Altamira,MX,0,,,1
10000435,Energy and environmentally integrated method for production of aromatic dicarboxylic acids by oxidation,2018-06-19,Cosoleacaque,MX,Arturo,2018-06-19,fl:ar_ln:bulbarelacroda-2,Bulbarela Croda,2018-06-19,Cosoleacaque,MX,4,,,1
10000457,Process for preparing imidazolium based ionic liquids with di-polymerized oxirane base,2018-06-19,Xico,MX,Miguel Ángel,2017-10-17,fl:mi_ln:vazquezguevara-1,Vázquez Guevara,2018-06-19,Xico,MX,2,,,2
10000457,Process for preparing imidazolium based ionic liquids with di-polymerized oxirane base,2018-06-19,Xico,MX,Fabiola Irene,2014-03-04,fl:fa_ln:lopezvallejo-1,Lopez Vallejo,2018-06-19,Xico,MX,3,,,3
10000457,Process for preparing imidazolium based ionic liquids with di-polymerized oxirane base,2018-06-19,Xico,MX,Jose Manuel,2006-02-28,fl:jo_ln:dominguezesquivel-1,Dominguez Esquivel,2024-01-09,Mexico City,MX,1,,,10
10000457,Process for preparing imidazolium based ionic liquids with di-polymerized oxirane base,2018-06-19,Xico,MX,Alma Delia,2017-10-17,fl:al_ln:mirandaolvera-1,Miranda Olvera,2018-06-19,Xico,MX,0,,,2
10000947,Auto-lock system for door window frame lateral retention,2018-06-19,Toluca,MX,Jesus Alfonso,2018-06-19,fl:je_ln:alarconhernandez-1,Alarcon Hernandez,2022-04-05,Toluca,MX,0,,,4
10000949,Apparatus and method for preventing undesired engagement of hold open lever in a latch,2018-06-19,Sterling Heights,US,Donald M.,1999-04-27,fl:do_ln:perkins-9,Perkins,2023-12-26,Warren,US,2,MI,26,51
10000949,Apparatus and method for preventing undesired engagement of hold open lever in a latch,2018-06-19,Chihuahua,MX,Alfredo,2001-11-20,fl:al_ln:martinez-17,Martinez,2022-03-15,Chihuahua,MX,1,,,16
10000949,Apparatus and method for preventing undesired engagement of hold open lever in a latch,2018-06-19,Chihuahua,MX,Francisco Javier,2013-01-08,fl:fr_ln:vazquez-4,Vazquez,2022-03-15,Chihuahua,MX,0,,,12
10004028,Paired smart device theft deterrent,2018-06-19,Fairport,US,Tara,2008-04-08,fl:ta_ln:astigarraga-1,Astigarraga,2023-08-15,Fairport,US,0,NY,36,86
10004028,Paired smart device theft deterrent,2018-06-19,Pilisborosjen?,HU,Neil,2015-10-20,fl:ne_ln:sondhi-1,Sondhi,2021-08-17,Budapest,HU,3,,,94
10004028,Paired smart device theft deterrent,2018-06-19,Hadera,IL,Itzhack,2008-01-08,fl:it_ln:goldberg-1,Goldberg,2024-02-13,Hadera,IL,1,,,213
10004028,Paired smart device theft deterrent,2018-06-19,Puruándiro,MX,Jose R.,2017-05-16,fl:jo_ln:mosquedamejia-1,Mosqueda Mejia,2022-03-15,Puruándiro,MX,2,,,34
10004253,"Method for increasing the health condition of crustaceans in aquaculture, survival rate and pigmentation",2018-06-26,Monterrey,MX,Carlos,2003-01-07,fl:ca_ln:torresgomez-1,Torres-Gomez,2018-06-26,Monterrey,MX,1,,,2
10004253,"Method for increasing the health condition of crustaceans in aquaculture, survival rate and pigmentation",2018-06-26,Monterrey,MX,Jose-Odon,1996-06-04,fl:jo_ln:torresquiroga-1,Torres-Quiroga,2018-06-26,Monterrey,MX,0,,,6
10005361,Mobile computer retainer for display of vehicle operational data,2018-06-26,Cuautitlán Izcalli,MX,Adrian,2018-03-06,fl:ad_ln:romeroregalado-1,Romero Regalado,2022-08-30,Cuautitlán Izcalli,MX,1,,,10
10005361,Mobile computer retainer for display of vehicle operational data,2018-06-26,Troy,US,Steven,2009-05-26,fl:st_ln:sic-1,Sic,2023-04-18,Monroe,US,0,MI,26,5
10006203,Cables lift system for vertical pre-stressing,2018-06-26,Xico,MX,Alejandro Cortina,2018-06-26,fl:al_ln:cordero-1,Cordero,2018-06-26,Xico,MX,0,,,1
10006203,Cables lift system for vertical pre-stressing,2018-06-26,Xico,MX,Jose,1977-10-04,fl:jo_ln:cordero-3,Cordero,2018-06-26,Xico,MX,1,,,4
10006203,Cables lift system for vertical pre-stressing,2018-06-26,Xico,MX,Jose Pablo Cortina,2018-06-26,fl:jo_ln:ortega-2,Ortega,2018-06-26,Xico,MX,2,,,1
10006365,Air supply and conditioning system for a gas turbine,2018-06-26,Querétaro,MX,Humberto,2018-06-26,fl:hu_ln:moreno-1,Moreno,2022-10-18,Monterrey,MX,3,,,6
10006365,Air supply and conditioning system for a gas turbine,2018-06-26,Querétaro,MX,Luis Alberto Aguado,2018-06-26,fl:lu_ln:mandujano-1,Mandujano,2018-06-26,Querétaro,MX,2,,,1
10006365,Air supply and conditioning system for a gas turbine,2018-06-26,Querétaro,MX,Juan Leonardo Soria,2018-06-26,fl:ju_ln:ramirez-4,Ramirez,2018-06-26,Querétaro,MX,0,,,1
10006365,Air supply and conditioning system for a gas turbine,2018-06-26,Querétaro,MX,Ismael Orozco,2018-06-26,fl:is_ln:arciga-1,Arciga,2018-06-26,Querétaro,MX,1,,,1
10006531,"Lock-up clutch and torsional vibration damper for hydrokinetic torque coupling device, and related methods",2018-06-26,Troy,US,Zane,2016-03-29,fl:za_ln:yang-6,Yang,2021-10-12,Daegu,KR,0,MI,26,11
10006531,"Lock-up clutch and torsional vibration damper for hydrokinetic torque coupling device, and related methods",2018-06-26,Saint-Brice-sous-Forêt,FR,Rabah,1987-03-17,fl:ra_ln:arhab-1,Arhab,2022-06-14,Amiens,FR,2,,,48
10006531,"Lock-up clutch and torsional vibration damper for hydrokinetic torque coupling device, and related methods",2018-06-26,Northville,US,Josip,1991-02-26,fl:jo_ln:kovac-2,Kovac,2018-06-26,Northville,US,3,MI,26,8
10006531,"Lock-up clutch and torsional vibration damper for hydrokinetic torque coupling device, and related methods",2018-06-26,Moctezuma,MX,Alfonso,2016-04-26,fl:al_ln:medellin-1,Medellin,2019-03-19,San Luis Potosí,MX,4,,,5
10006531,"Lock-up clutch and torsional vibration damper for hydrokinetic torque coupling device, and related methods",2018-06-26,Troy,US,Sungchul,1994-12-27,fl:su_ln:lee-733,Lee,2023-02-14,Auburn Hills,US,1,MI,26,22
10006663,"Device designed to maximize the efficiency and minimize the consumption of  both, water and energy, in the utilization of hot water",2018-06-26,Villa de Cos,MX,Juan Alberto de Jesús,2018-06-26,fl:ju_ln:orozcoperez-1,Orozco-Pérez,2018-06-26,Villa de Cos,MX,0,,,1
10008133,Label sheet assembly and method of making the same,2018-06-26,Tijuana,MX,Alejandro Gerardo Veyna,2018-06-26,fl:al_ln:hernandez-6,Hernandez,2018-06-26,Tijuana,MX,4,,,1
10008133,Label sheet assembly and method of making the same,2018-06-26,Granby,US,Michael,1990-10-09,fl:mi_ln:novak-8,Novak,2019-06-18,Englewood,US,1,MA,25,8
10008133,Label sheet assembly and method of making the same,2018-06-26,San Dimas,US,Ronald,1997-04-08,fl:ro_ln:ugolick-1,Ugolick,2023-09-19,San Dimas,US,6,CA,06,29
10008133,Label sheet assembly and method of making the same,2018-06-26,Mashpee,US,Jerry G.,2000-04-18,fl:je_ln:hodsdon-1,Hodsdon,2021-09-07,Manchester,US,2,MA,25,39
10008133,Label sheet assembly and method of making the same,2018-06-26,Temple City,US,Le-Hoa,2001-04-10,fl:le_ln:hong-6,Hong,2023-06-27,Brea,US,0,CA,06,29
10008133,Label sheet assembly and method of making the same,2018-06-26,Cohoes,US,Florence M.,2015-10-13,fl:fl_ln:brisee-1,Brisee,2018-06-26,Cohoes,US,5,NY,36,2
10008133,Label sheet assembly and method of making the same,2018-06-26,Tijuana,MX,Gildardo Ramirez,2018-06-26,fl:gi_ln:villegas-1,Villegas,2018-06-26,Tijuana,MX,3,,,1
10010052,One piece elegant vest with side joints for pets (animals) velcro joint and fastening system,2018-07-03,Mexico City,MX,Antonio Juan Ignacio,2018-07-03,fl:an_ln:aguiluzaceves-1,Aguiluz-Aceves,2018-07-03,Mexico City,MX,0,,,1
10010864,Process for obtaining adsorbent material based on porous silicates for reduction of sulfur and nitrogen in oil fractions,2018-07-03,Mexico City,MX,Patricia,2018-07-03,fl:pa_ln:floressanchez-1,Flores Sanchez,2019-11-19,Mexico City,MX,0,,,2
10010864,Process for obtaining adsorbent material based on porous silicates for reduction of sulfur and nitrogen in oil fractions,2018-07-03,Mexico City,MX,Jose Manuel,2006-02-28,fl:jo_ln:dominguezesquivel-1,Dominguez Esquivel,2024-01-09,Mexico City,MX,1,,,10
10010864,Process for obtaining adsorbent material based on porous silicates for reduction of sulfur and nitrogen in oil fractions,2018-07-03,Mexico City,MX,Jorge Arturo,2016-06-14,fl:jo_ln:aburtoanell-1,Aburto Anell,2020-12-08,Mexico City,MX,2,,,7
10011221,Lighted visor mirror with a removable lighting module,2018-07-03,Milan,US,David,1999-05-18,fl:da_ln:huelke-1,Huelke,2021-03-16,Milan,US,2,MI,26,40
10011221,Lighted visor mirror with a removable lighting module,2018-07-03,Estado de México,MX,Guillermo,2014-09-02,fl:gu_ln:alanis-1,Alanis,2018-07-03,Estado de México,MX,0,,,5
10011221,Lighted visor mirror with a removable lighting module,2018-07-03,Cuautitlán Izcalli,MX,Ramiro Chable,2018-07-03,fl:ra_ln:hernandez-3,Hernandez,2018-07-03,Cuautitlán Izcalli,MX,1,,,1
10011223,Vehicle rotary lamp with variable intensity,2018-07-03,Novi,US,Mahesh,2016-05-17,fl:ma_ln:bhattacharyya-2,Bhattacharyya,2020-02-18,Novi,US,3,MI,26,7
10011223,Vehicle rotary lamp with variable intensity,2018-07-03,San Mateo Atenco,MX,Diego Fabricio,2018-07-03,fl:di_ln:villacresmesias-1,Villacres Mesias,2024-02-13,Santiago Yancuitlalpan,MX,1,,,15
10011223,Vehicle rotary lamp with variable intensity,2018-07-03,Atizapán de Zaragoza,MX,Guillermo Cesar,2018-07-03,fl:gu_ln:cervantesguarneros-1,Cervantes Guarneros,2022-01-18,Atizapán de Zaragoza,MX,4,,,3
10011223,Vehicle rotary lamp with variable intensity,2018-07-03,White Lake,US,Stuart C.,1990-10-09,fl:st_ln:salter-6,Salter,2024-03-19,White Lake,US,0,MI,26,737
10011223,Vehicle rotary lamp with variable intensity,2018-07-03,Northville,US,Paul Kenneth,2002-03-19,fl:pa_ln:dellock-1,Dellock,2024-03-19,Northville,US,2,MI,26,488
10011234,Vehicle garment hook assembly,2018-07-03,Tlalnepantla,MX,Luis Adrian,2018-07-03,fl:lu_ln:tenahan-1,Tena Han,2020-12-22,Tlalnepantla,MX,1,,,4
10011234,Vehicle garment hook assembly,2018-07-03,Cuautitlán Izcalli,MX,Carmen Frida,2018-07-03,fl:ca_ln:vargasgarcia-1,Vargas Garcia,2020-12-22,Cuautitlán Izcalli,MX,0,,,5
10011238,Space filler with a vacuum cover,2018-07-03,San Miguel Ajusco,MX,Emmanuel,2017-12-26,fl:em_ln:garciaruiz-1,Garcia Ruiz,2019-10-29,San Miguel Ajusco,MX,1,,,4
10011238,Space filler with a vacuum cover,2018-07-03,Cuernavaca,MX,Sergio,2017-12-26,fl:se_ln:castro-1,Castro,2024-02-27,Dieciséis de Julio,AR,0,,,3
10011509,Method and system for the integral treatment of wastewater from the maize industry,2018-07-03,Hermosillo,MX,Maria Yolanda,2018-07-03,fl:ma_ln:reyesvidal-1,Reyes Vidal,2018-07-03,Hermosillo,MX,1,,,1
10011509,Method and system for the integral treatment of wastewater from the maize industry,2018-07-03,Hermosillo,MX,Ali,2018-07-03,fl:al_ln:asafftorres-1,Asaff Torres,2022-08-02,Hermosillo,MX,0,,,2
10011908,"Corrosion inhibition composition for pipelines, process of elaboration and synthesis",2018-07-03,Mexico City,MX,Jesus,2018-07-03,fl:je_ln:marincruz-1,Marin Cruz,2020-08-25,Mexico City,MX,0,,,4
10011908,"Corrosion inhibition composition for pipelines, process of elaboration and synthesis",2018-07-03,Mexico City,MX,Arquimedes,2016-08-02,fl:ar_ln:estradamartinez-2,ESTRADA MARTINEZ,2020-06-09,Mexico City,MX,5,,,13
10011908,"Corrosion inhibition composition for pipelines, process of elaboration and synthesis",2018-07-03,Mexico City,MX,Araceli,2018-07-03,fl:ar_ln:vegapaz-1,Vega Paz,2020-06-09,Mexico City,MX,1,,,2
10011908,"Corrosion inhibition composition for pipelines, process of elaboration and synthesis",2018-07-03,Mexico City,MX,Luisa Elena,2018-07-03,fl:lu_ln:montielsanchez-1,Montiel Sanchez,2020-06-09,Mexico City,MX,2,,,2
10011908,"Corrosion inhibition composition for pipelines, process of elaboration and synthesis",2018-07-03,Mexico City,MX,Rafael,2013-12-03,fl:ra_ln:martinezpalou-1,Martinez Palou,2020-06-09,Mexico City,MX,4,,,9
10011908,"Corrosion inhibition composition for pipelines, process of elaboration and synthesis",2018-07-03,Mexico City,MX,Luis Manuel,2016-06-14,fl:lu_ln:quejake-1,Quej Ake,2020-06-09,Mexico City,MX,6,,,3
10011908,"Corrosion inhibition composition for pipelines, process of elaboration and synthesis",2018-07-03,Mexico City,MX,Veronica,2018-07-03,fl:ve_ln:sanchezgarcia-1,Sanchez Garcia,2020-06-09,Mexico City,MX,8,,,2
10011908,"Corrosion inhibition composition for pipelines, process of elaboration and synthesis",2018-07-03,Mexico City,MX,Jose Luis Rodolfo,2018-07-03,fl:jo_ln:benitezaguilar-1,Benitez Aguilar,2020-06-09,Mexico City,MX,7,,,3
10011908,"Corrosion inhibition composition for pipelines, process of elaboration and synthesis",2018-07-03,Mexico City,MX,Salvador,2017-02-28,fl:sa_ln:castillocervantes-1,Castillo Cervantes,2020-08-25,Mexico City,MX,3,,,6
10013570,Data management for a mass storage device,2018-07-03,Cabeza de Toro,MX,Humberto,2016-03-01,fl:hu_ln:orozcocervantes-1,Orozco Cervantes,2024-03-05,Tonalá,MX,2,,,9
10013570,Data management for a mass storage device,2018-07-03,Coyula,MX,Guillermo,2018-07-03,fl:gu_ln:hernandezgonzalez-1,Hernandez Gonzalez,2018-07-03,Coyula,MX,0,,,1
10013570,Data management for a mass storage device,2018-07-03,Ciudad Juárez,MX,Paul,2018-07-03,fl:pa_ln:llamasvirgen-1,Llamas Virgen,2024-03-05,Zapopan,MX,1,,,16
10015229,Metadata sharing to decrease file transfer time,2018-07-03,Tucson,US,Shaun E.,2016-02-02,fl:sh_ln:harrington-1,Harrington,2023-04-18,Sahuarita,US,1,AZ,04,55
10015229,Metadata sharing to decrease file transfer time,2018-07-03,Las Pintitas,MX,Emmanuel,2016-02-02,fl:em_ln:barajasgonzalez-1,Barajas Gonzalez,2023-10-17,Fremont,US,0,,,53
10015229,Metadata sharing to decrease file transfer time,2018-07-03,Tucson,US,Ben,2018-07-03,fl:be_ln:rawlins-2,Rawlins,2018-07-03,Tucson,US,2,AZ,04,1
10016691,"Water bucket games, systems, and methods",2018-07-10,Nanhu,CN,Ricky,2013-10-08,fl:ri_ln:tong-1,Tong,2024-03-05,Lo Wu,CN,0,,,23
10016691,"Water bucket games, systems, and methods",2018-07-10,Baja California,MX,Victor Hugo,2018-04-24,fl:vi_ln:oceguedagallaga-1,Ocegueda Gallaga,2024-03-05,Baja California,MX,1,,,29
10017122,Vehicle storage compartment with reinforced mounting structure,2018-07-10,Aguascalientes,MX,Alan Rafael,2018-07-10,fl:al_ln:belmares-1,Belmares,2018-07-10,Aguascalientes,MX,1,,,1
10017122,Vehicle storage compartment with reinforced mounting structure,2018-07-10,Aguascalientes,MX,Toshiyuki,1994-12-13,fl:to_ln:hirota-16,Hirota,2022-12-27,Tokyo,JP,0,,,71
10017128,Telescopic load floor structure,2018-07-10,Cuernavaca,MX,Sergio Irving,2018-07-10,fl:se_ln:castromercado-1,Castro Mercado,2019-10-29,Cuernavaca,MX,0,,,2
10017128,Telescopic load floor structure,2018-07-10,San Miguel Ajusco,MX,Emmanuel,2017-12-26,fl:em_ln:garciaruiz-1,Garcia Ruiz,2019-10-29,San Miguel Ajusco,MX,1,,,4
10017129,Assembly component incorporating multi-step doghouse,2018-07-10,Villa de Cos,MX,Diego Fabricio,2018-07-03,fl:di_ln:villacresmesias-1,Villacres Mesias,2024-02-13,Santiago Yancuitlalpan,MX,1,,,15
10017129,Assembly component incorporating multi-step doghouse,2018-07-10,Mexico City,MX,Pamela,2018-07-10,fl:pa_ln:avendanoarenas-1,Avendano Arenas,2023-02-21,Ypsilanti,US,0,,,5
10017134,Locking retainer system for automotive assembly,2018-07-10,Chihuahua,MX,Jesus R.,1999-04-06,fl:je_ln:morales-2,Morales,2023-11-14,Juarez,MX,1,,,13
10017134,Locking retainer system for automotive assembly,2018-07-10,Auburn Hills,US,Ryan J.,2018-07-10,fl:ry_ln:pickens-3,Pickens,2018-07-10,Auburn Hills,US,0,MI,26,1
10017397,Nanostructured titania semiconductor material and its production process,2018-07-10,Mexico City,MX,Isidro,2017-02-28,fl:is_ln:mejiacenteno-1,MEJIA CENTENO,2021-11-23,Mexico City,MX,1,,,5
10017397,Nanostructured titania semiconductor material and its production process,2018-07-10,Mexico City,MX,J. Ascension,2017-02-28,fl:j._ln:montoyadelafuente-2,Montoya De La Fuente,2018-07-10,Mexico City,MX,5,,,2
10017397,Nanostructured titania semiconductor material and its production process,2018-07-10,Mexico City,MX,Salvador,2017-02-28,fl:sa_ln:castillocervantes-1,Castillo Cervantes,2020-08-25,Mexico City,MX,0,,,6
10017397,Nanostructured titania semiconductor material and its production process,2018-07-10,Mexico City,MX,Alfredo,2017-02-28,fl:al_ln:vargasescudero-1,Vargas Escudero,2018-07-10,Mexico City,MX,6,,,2
10017397,Nanostructured titania semiconductor material and its production process,2018-07-10,Mexico City,MX,Florencia Marina,1996-07-09,fl:fl_ln:moranpineda-1,Moran Pineda,2018-07-10,Mexico City,MX,3,,,3
10017397,Nanostructured titania semiconductor material and its production process,2018-07-10,Mexico City,MX,Roberto,2017-02-28,fl:ro_ln:camposecosolis-1,Camposeco Solis,2020-08-25,Mexico City,MX,2,,,4
10017397,Nanostructured titania semiconductor material and its production process,2018-07-10,Mexico City,MX,Juan,2017-02-28,fl:ju_ln:navarretebolanos-1,Navarrete Bolanos,2022-11-15,Mexico City,MX,4,,,3
10017600,Adhesive composition,2018-07-10,Ringwood,US,Kevin K.,2011-06-21,fl:ke_ln:miyake-1,Miyake,2023-09-05,Tower Lakes,US,3,IL,17,7
10017600,Adhesive composition,2018-07-10,São Paulo,BR,Angels,2014-11-18,fl:an_ln:domenech-1,Domenech,2020-12-22,Tarragona,ES,1,,,5
10017600,Adhesive composition,2018-07-10,São Paulo,BR,Mateus Batista Torres,2018-07-10,fl:ma_ln:cipro-1,Cipro,2023-09-05,São Paulo,BR,2,,,3
10017600,Adhesive composition,2018-07-10,Mexico City,MX,Juan Carlos,2018-07-10,fl:ju_ln:casarrubias-1,Casarrubias,2023-12-26,Mexico City,MX,0,,,6
10017831,Bacterial cultures of Acidithiobacillus thiooxidans and their use in the treatment of materials containing sulfur-compounds,2018-07-10,Mexico City,MX,Marlenne,2018-07-10,fl:ma_ln:gomezramirez-1,Gomez Ramirez,2018-07-10,Mexico City,MX,4,,,1
10017831,Bacterial cultures of Acidithiobacillus thiooxidans and their use in the treatment of materials containing sulfur-compounds,2018-07-10,Mexico City,MX,Jorge Arturo,2016-06-14,fl:jo_ln:aburtoanell-1,Aburto Anell,2020-12-08,Mexico City,MX,2,,,7
10017831,Bacterial cultures of Acidithiobacillus thiooxidans and their use in the treatment of materials containing sulfur-compounds,2018-07-10,Mexico City,MX,Roberto,2018-07-10,fl:ro_ln:garciadeleon-1,Garcia De Leon,2021-09-07,Mexico City,MX,0,,,2
10017831,Bacterial cultures of Acidithiobacillus thiooxidans and their use in the treatment of materials containing sulfur-compounds,2018-07-10,Mexico City,MX,Norma Gabriela,2018-07-10,fl:no_ln:rojasavelizapa-1,Rojas Avelizapa,2018-07-10,Mexico City,MX,1,,,1
10017831,Bacterial cultures of Acidithiobacillus thiooxidans and their use in the treatment of materials containing sulfur-compounds,2018-07-10,Mexico City,MX,Regina,2018-07-10,fl:re_ln:hernandezgama-1,Hernandez Gama,2018-07-10,Mexico City,MX,3,,,1
10017967,Apparatus and method for hold open feature in a latch,2018-07-10,Chihuahua,MX,Francisco Javier,2013-01-08,fl:fr_ln:vazquez-4,Vazquez,2022-03-15,Chihuahua,MX,0,,,12
10017967,Apparatus and method for hold open feature in a latch,2018-07-10,Chihuahua,MX,Alfredo,2001-11-20,fl:al_ln:martinez-17,Martinez,2022-03-15,Chihuahua,MX,1,,,16
10017967,Apparatus and method for hold open feature in a latch,2018-07-10,Sterling Heights,US,Donald M.,1999-04-27,fl:do_ln:perkins-9,Perkins,2023-12-26,Warren,US,2,MI,26,51
10019335,Systems and methods for processing test results,2018-07-10,Mexicali,MX,Jesus Alejandro,2017-08-08,fl:je_ln:tule-1,Tule,2018-09-25,Mexicali,MX,0,,,3
10020599,Connector back shell assembly,2018-07-10,Coahuila,MX,Alejandro Garcia,2018-07-10,fl:al_ln:cabello-2,Cabello,2018-07-10,Coahuila,MX,2,,,1
10020599,Connector back shell assembly,2018-07-10,Coahuila,MX,Dennis Garcia,2018-07-10,nh65zag9qdpjr8c35kiln9lsp,Lepez,2018-07-10,Coahuila,MX,0,,,1
10020599,Connector back shell assembly,2018-07-10,Coahuila,MX,Cynthia Fraga,2018-07-10,fl:cy_ln:hernandez-2,Hernandez,2018-07-10,Coahuila,MX,1,,,1
10021765,Intelligent switch device and central control system thereof,2018-07-10,Miguel Alemán,MX,Francisco Antonio,2018-07-10,2va22tveqigpo26dis9lzeceg,Puc Poot,2018-07-10,Miguel Alemán,MX,6,,,1
10021765,Intelligent switch device and central control system thereof,2018-07-10,Abdenago C. García (Lagunitas),MX,Carlos Mucino,2018-07-10,fl:ca_ln:ramirez-7,Ramirez,2020-03-24,Abdenago C. García (Lagunitas),MX,10,,,2
10021765,Intelligent switch device and central control system thereof,2018-07-10,Tezoyuca,MX,Gerardo Gomez,2000-12-26,fl:ge_ln:soto-1,Soto,2020-03-24,Tezoyuca,MX,8,,,5
10021765,Intelligent switch device and central control system thereof,2018-07-10,Ixtapaluca,MX,Josue Saul Rosario,2018-07-10,fl:jo_ln:garcia-111,Garcia,2018-07-10,Ixtapaluca,MX,5,,,1
10021765,Intelligent switch device and central control system thereof,2018-07-10,Abdenago C. García (Lagunitas),MX,Nelly Adriana Estrada,2018-07-10,fl:ne_ln:flores-3,Flores,2018-07-10,Abdenago C. García (Lagunitas),MX,4,,,1
10021765,Intelligent switch device and central control system thereof,2018-07-10,La Paz,MX,Edmundo Leyva,2018-07-10,fl:ed_ln:rios-1,Rios,2020-03-24,La Paz,MX,9,,,2
10021765,Intelligent switch device and central control system thereof,2018-07-10,Temamatla,MX,Fidel Nahum,2018-07-10,2yox63te0ag69vcotdjkfpjud,Castillo Barcenas,2018-07-10,Temamatla,MX,3,,,1
10021765,Intelligent switch device and central control system thereof,2018-07-10,Gustavo A. Madero,MX,Leobardo Stephen Lincoln Strange,2018-07-10,fl:le_ln:zenteno-1,Zenteno,2019-02-05,Gustavo A. Madero,MX,7,,,3
10021765,Intelligent switch device and central control system thereof,2018-07-10,Tlalnepantla,MX,Hector Munguia,2018-07-10,c98k3ipynutqeei6y4mij5pot,Abundis,2018-07-10,Tlalnepantla,MX,2,,,1
10021765,Intelligent switch device and central control system thereof,2018-07-10,Huixquilucan de Degollado,MX,Samuel Nurko,2018-07-10,fl:sa_ln:yomtow-1,Yomtow,2022-10-18,Huixquilucan de Degollado,MX,11,,,2
10021765,Intelligent switch device and central control system thereof,2018-07-10,Fracc. Ciudad Olmeca,MX,Marco Polo,2018-07-10,xv1h0dxmflanmpk53mb8bp3ug,Leyva Rios,2018-07-10,Fracc. Ciudad Olmeca,MX,1,,,1
10021765,Intelligent switch device and central control system thereof,2018-07-10,Santiago Yancuitlalpan,MX,Dan Nurko,2018-07-10,fl:da_ln:elliot-3,Elliot,2022-10-18,Juarez,MX,0,,,6
10021797,Electrical center mounting-bracket,2018-07-10,Chihuahua,MX,Erick A.,2010-06-01,fl:er_ln:rodriguez-1,Rodriguez,2021-12-21,Juarez,MX,0,,,11
10021797,Electrical center mounting-bracket,2018-07-10,El Paso,US,Michael F.,2012-09-18,fl:mi_ln:loew-1,Loew,2019-04-09,El Paso,US,1,TX,48,5
10021842,Irrigation controllers with enhanced alternating current switching devices,2018-07-17,Tijuana,MX,Angel,2018-07-17,fl:an_ln:reyesarchundia-1,Reyes Archundia,2023-01-10,Tijuana,MX,1,,,3
10021842,Irrigation controllers with enhanced alternating current switching devices,2018-07-17,El Cajon,US,Martin Castaneda,2001-07-24,fl:ma_ln:martinez-76,Martinez,2018-07-17,El Cajon,US,0,CA,06,5
10021883,High speed rinsing solution application,2018-07-17,Gold Coast,AU,Andrew Michael,2018-07-17,fl:an_ln:leiner-1,Leiner,2019-05-14,Gold Coast,AU,0,,,2
10021883,High speed rinsing solution application,2018-07-17,Hudson,US,Earnest DeWayne,2018-07-17,fl:ea_ln:tooley-1,Tooley,2019-05-14,Hudson,US,1,WI,55,2
10021883,High speed rinsing solution application,2018-07-17,Heroica Caborca,MX,Ulises Pardo,2018-07-17,fl:ul_ln:arche-1,Arche,2019-05-14,Culiacán,MX,2,,,2
10022841,Nonwoven abrasive article with extended life,2018-07-17,San Fernando,MX,Alejandro,1993-05-11,fl:al_ln:gomez-16,Gomez,2018-07-17,San Fernando,MX,1,,,4
